strategy,ticker,name,total_return_pct,final_capital,num_trades,win_rate,max_drawdown
MultiFactor_532_60,068270,셀트리온제약,-56.893366317999025,43106633.68200097,116,27.586206896551722,-69.11712801909485
MultiFactor_443_50,068270,셀트리온제약,-57.26070509699921,42739294.903000794,121,23.140495867768596,-72.79343859933762
VolBreak_0.4_3,293490,카카오게임즈,-57.734051889998774,42265948.11000123,163,41.104294478527606,-67.66411342484378
MomQuality_10_5,028300,HLB,-57.99701566399907,42002984.33600093,159,34.59119496855346,-81.44249575344699
MultiFactor_334_40,263750,펄어비스,-59.225118999999474,40774881.00000053,107,20.5607476635514,-74.98840354999948
MomQuality_10_5,293490,카카오게임즈,-59.30471600999926,40695283.99000074,107,26.168224299065418,-83.562811166637
VolBreak_0.4_3,006400,삼성SDI,-61.05237871799807,38947621.28200193,233,40.772532188841204,-64.1302179440817
MultiFactor_532_60,293490,카카오게임즈,-61.45060177999944,38549398.220000565,79,26.582278481012654,-78.78227230007856
Breakout_10_3,263750,펄어비스,-61.90991645999932,38090083.54000067,81,30.864197530864196,-61.90991645999932
VolBreak_0.4_3,251270,넷마블,-63.06147404999795,36938525.95000206,215,40.46511627906977,-67.48769786029312
VolBreak_0.6_5,251270,넷마블,-63.08124639999828,36918753.600001715,183,39.89071038251366,-63.52196534973973
Voting_4,251270,넷마블,-63.09045269999919,36909547.30000081,127,36.22047244094488,-66.85496954999925
MultiFactor_334_40,068270,셀트리온제약,-64.30139122099902,35698608.77900097,118,15.254237288135593,-76.42439810743171
Adaptive_40,068270,셀트리온제약,-64.36111537099914,35638884.62900086,104,24.03846153846154,-68.35003959433607
Voting_5,251270,넷마블,-65.01383234999912,34986167.65000088,100,38.0,-67.28234965600545
MomQuality_10_5,068270,셀트리온제약,-65.82508020699895,34174919.79300104,155,34.83870967741935,-69.51407542389582
Voting_4,263750,펄어비스,-65.88568083999915,34114319.160000846,130,38.46153846153847,-68.05491238999916
VolBreak_0.5_3,251270,넷마블,-66.4929712999982,33507028.700001795,193,39.89637305699482,-70.79625018009583
VolBreak_0.4_3,263750,펄어비스,-66.85333172999847,33146668.270001523,263,42.96577946768061,-71.4451602502742
Adaptive_30,251270,넷마블,-66.87854604999946,33121453.950000547,73,27.397260273972602,-71.93386612579809
MomQuality_20_10,251270,넷마블,-66.95245129999945,33047548.700000558,90,35.55555555555556,-72.35382514999948
Adaptive_40,251270,넷마블,-69.65173679999936,30348263.200000644,85,27.058823529411764,-68.51334394675554
MultiFactor_532_60,263750,펄어비스,-72.25481630999943,27745183.690000582,106,33.0188679245283,-76.17690725999942
Voting_3,263750,펄어비스,-72.40881816999911,27591181.83000089,137,35.76642335766424,-81.0870482542175
MomQuality_20_10,293490,카카오게임즈,-77.40759031999949,22592409.680000514,86,22.093023255813954,-88.12043443757543
MultiFactor_334_40,251270,넷마블,-78.1007148999993,21899285.100000694,108,15.74074074074074,-80.08230405598418
MultiFactor_532_60,251270,넷마블,-78.21720244999935,21782797.55000065,110,29.09090909090909,-79.22166094999936
MultiFactor_443_50,251270,넷마블,-80.26289704999932,19737102.95000068,123,17.88617886178862,-83.53312399999935
Voting_3,251270,넷마블,-85.63045234999917,14369547.650000831,160,30.625000000000004,-90.0726820499992
