strategy,avg_return,median_return,avg_mdd,avg_win_rate,profitable_pct,tested
Foreign_Vote_3of5,62.80844146804264,-23.00231957724884,-61.30872838578998,33.839124794978495,41.17647058823529,17
Foreign_Momentum_Vote,48.61281113027865,4.578245268189013,-68.35241143229014,32.0299343582098,52.94117647058824,17
Foreign_Trend_Confirm,69.78280255125215,24.656864423263464,-43.3301433888702,41.34114164839692,70.58823529411765,17
Foreign_Breakout,7.516839079918727,-2.254092460879609,-32.39948178846468,40.70598759802295,47.05882352941176,17
Foreign_Wght_Rising,49.929389972691745,1.8182964345007948,-58.63356764248949,29.15202769553218,52.94117647058824,17
Foreign_Accumulation,49.38186006884103,-1.6932767393744366,-53.606035772235494,39.588157089301355,41.17647058823529,17
Weighted_Foreign_Tech,84.71600156183757,-12.88188338189956,-64.96656883833234,34.913506535659636,47.05882352941176,17
Conservative_Foreign,43.17241150007561,0.4042582505003735,-39.639278121260055,38.45055472902481,52.94117647058824,17
