name,ticker,strategy,is_return,is_mdd,is_trades,is_winrate,oos_return,oos_mdd,oos_trades,oos_winrate,is_period,oos_period
에코프로비엠,247540,Breakout_50_F10,107.47521989483214,-9.275322170889366,29,55.172413793103445,28.725124295075087,-3.20719590544602,7,57.14285714285714,2019-03-05 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
에코프로비엠,247540,Breakout_20_F5,86.3316865090588,-17.507063637925253,51,49.01960784313725,70.30286860447515,-6.85015205571948,11,54.54545454545454,2019-03-05 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
한미반도체,042700,TrendFilter_100_F10,383.86756417714315,-29.81207289690029,52,50.0,8.7602067712252,-27.270185272926195,24,45.83333333333333,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
한미반도체,042700,Momentum_20_F10,309.41590972370125,-23.146397397411153,72,45.83333333333333,127.14890298662532,-21.13708411036963,30,53.333333333333336,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
한미반도체,042700,Breakout_50_F10,45.31060103214142,-7.551074044228595,23,69.56521739130434,23.025205515975088,-11.299025205567894,11,54.54545454545454,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
LG화학,051910,RSI_14_30_F5,35.90594002287531,-5.533402351250003,19,78.94736842105263,8.187248940975085,-4.96116392041281,7,71.42857142857143,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
카카오,035720,Breakout_50_F10,34.860451985079855,-11.22494599996729,39,48.717948717948715,5.48895515545003,-8.383334503890556,2,50.0,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
셀트리온제약,068270,RSI_14_30_F5,47.85651449773374,-10.561756900746609,26,61.53846153846154,1.9294096196180284,-3.173215889861722,3,66.66666666666666,2018-01-02 ~ 2023-12-28,2024-01-02 ~ 2026-01-29
