rank,market,exchange,timeframe,universe,strategy,params,return_pct,sharpe,mdd_pct,trades
479,spot,binance_spot,1d,top20,kama_only,KAMA5/TSMOM90,846.5522993951506,0.5981583212976074,-83.58438276248359,3809
480,spot,binance_spot,1d,btc_only,or_loose_no_gate,KAMA5/TSMOM90,667.6506207986588,0.5926876462788799,-76.29673415618433,322
481,futures,binance_futures,1d,btc_only,OR_LOOSE+oi,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
482,futures,binance_futures,1d,btc_only,OR_LOOSE+lsratio,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
483,futures,binance_futures,1d,btc_only,OR_LOOSE+funding,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
484,futures,binance_futures,1d,btc_only,OR_LOOSE+oi+lsratio,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
485,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi+lsratio,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
486,futures,binance_futures,1d,btc_only,OR_LOOSE+base,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
487,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+lsratio,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
488,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi,KAMA10/TSMOM60/MA30,410.71969644277584,0.5771158400664818,-52.545396910945186,338
489,futures,binance_futures,1d,top20,OR_LOOSE+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
490,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
491,futures,binance_futures,1d,top20,OR_LOOSE+funding+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
492,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
493,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
494,futures,binance_futures,1d,top20,OR_LOOSE+oi+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
495,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
496,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+dxy,KAMA10/TSMOM60/MA30,292.8699328489369,0.5754906377743074,-63.02489288943397,2590
497,spot,upbit,1d,top20,or_loose_no_gate,KAMA20/TSMOM30,657.5103207976981,0.5737636053579922,-87.63662578180067,1949
498,futures,binance_futures,4h,top10,OR_LOOSE,KAMA60/TSMOM360/MA180,317.15256836305883,0.5725078092461707,-70.09530791284317,3612
499,spot,binance_spot,1d,btc_only,kama_only,KAMA10/TSMOM60,471.8486455312798,0.5688653318494816,-63.13086879683782,436
500,spot,binance_spot,1d,top10,tsmom_only,KAMA10/TSMOM60,588.6014650198456,0.5621982123324248,-81.06619214044154,653
501,futures,binance_futures,1d,top5,OR_LOOSE+funding+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
502,futures,binance_futures,1d,top5,OR_LOOSE+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
503,futures,binance_futures,1d,top5,OR_LOOSE+oi+lsratio+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
504,futures,binance_futures,1d,top5,OR_LOOSE+lsratio+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
505,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
506,futures,binance_futures,1d,top5,OR_LOOSE+funding+lsratio+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
507,futures,binance_futures,1d,top5,OR_LOOSE+oi+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
508,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+lsratio+fear_greed+vix,KAMA5/TSMOM90/MA30,268.8673943589736,0.5611047870691107,-60.95732661977561,1168
509,spot,upbit,1d,top5,buy_hold,KAMA5/TSMOM90,430.27147675093164,0.5548402656180251,-88.24987250619984,2
510,spot,upbit,1d,top5,buy_hold,KAMA20/TSMOM30,430.27147675093164,0.5548402656180251,-88.24987250619984,2
511,spot,upbit,1d,top5,buy_hold,KAMA10/TSMOM60,430.27147675093164,0.5548402656180251,-88.24987250619984,2
512,spot,binance_spot,1d,top20,or_loose_no_gate,KAMA20/TSMOM30,636.9806592699179,0.5528172874565905,-85.86863038069585,1652
513,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
514,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
515,futures,binance_futures,1d,top10,OR_LOOSE+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
516,futures,binance_futures,1d,top10,OR_LOOSE+oi+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
517,futures,binance_futures,1d,top10,OR_LOOSE+oi+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
518,futures,binance_futures,1d,top10,OR_LOOSE+funding+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
519,futures,binance_futures,1d,top10,OR_LOOSE+funding+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
520,futures,binance_futures,1d,top10,OR_LOOSE+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,250.71421418228746,0.5496592848039559,-56.415732395175034,1956
521,spot,binance_spot,1d,top5,tsmom_only,KAMA20/TSMOM30,450.44684082987214,0.5421723900455978,-81.38349889417543,733
522,futures,binance_futures,1d,top10,OR_LOOSE+funding+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
523,futures,binance_futures,1d,top10,OR_LOOSE+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
524,futures,binance_futures,1d,top10,OR_LOOSE+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
525,futures,binance_futures,1d,top10,OR_LOOSE+oi+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
526,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
527,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
528,futures,binance_futures,1d,top10,OR_LOOSE+funding+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
529,futures,binance_futures,1d,top10,OR_LOOSE+oi+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,193.0381556785379,0.5333061919374107,-46.71314494781857,1762
530,spot,binance_spot,1d,btc_only,kama_only,KAMA5/TSMOM90,392.167095743426,0.5309404852158718,-69.26557728689443,576
531,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
532,futures,binance_futures,1d,top20,OR_LOOSE+funding+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
533,futures,binance_futures,1d,top20,OR_LOOSE+oi+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
534,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
535,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
536,futures,binance_futures,1d,top20,OR_LOOSE+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
537,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
538,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+vix+dxy,KAMA10/TSMOM60/MA30,228.252860258468,0.5273871663744266,-67.20884830101133,2584
539,futures,binance_futures,4h,top5,OR_LOOSE,KAMA60/TSMOM360/MA180,214.0229086298389,0.5271372311202305,-67.13528606449513,1838
540,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+lsratio+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
541,futures,binance_futures,1d,top10,OR_LOOSE+oi+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
542,futures,binance_futures,1d,top10,OR_LOOSE+lsratio+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
543,futures,binance_futures,1d,top10,OR_LOOSE+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
544,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
545,futures,binance_futures,1d,top10,OR_LOOSE+oi+lsratio+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
546,futures,binance_futures,1d,top10,OR_LOOSE+funding+lsratio+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
547,futures,binance_futures,1d,top10,OR_LOOSE+funding+fear_greed+vix,KAMA10/TSMOM60/MA30,214.775426386249,0.5251430520865862,-59.88192826076971,1476
548,futures,binance_futures,4h,top5,OR_LOOSE,KAMA30/TSMOM360/MA180,218.35743266957567,0.5248445416986111,-70.8186665587,2068
549,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
550,futures,binance_futures,1d,top10,OR_LOOSE+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
551,futures,binance_futures,1d,top10,OR_LOOSE+funding+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
552,futures,binance_futures,1d,top10,OR_LOOSE+oi+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
553,futures,binance_futures,1d,top10,OR_LOOSE+funding+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
554,futures,binance_futures,1d,top10,OR_LOOSE+oi+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
555,futures,binance_futures,1d,top10,OR_LOOSE+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
556,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+vix+dxy,KAMA5/TSMOM90/MA30,223.04572035486464,0.5227313838615344,-58.162612865470976,2040
557,futures,binance_futures,1d,top5,OR_LOOSE+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
558,futures,binance_futures,1d,top5,OR_LOOSE+lsratio+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
559,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+lsratio+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
560,futures,binance_futures,1d,top5,OR_LOOSE+oi+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
561,futures,binance_futures,1d,top5,OR_LOOSE+funding+lsratio+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
562,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
563,futures,binance_futures,1d,top5,OR_LOOSE+oi+lsratio+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
564,futures,binance_futures,1d,top5,OR_LOOSE+funding+fear_greed,KAMA5/TSMOM90/MA30,218.94012936237507,0.5158429142766099,-63.77672617297697,1170
565,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
566,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
567,futures,binance_futures,1d,top20,OR_LOOSE+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
568,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
569,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
570,futures,binance_futures,1d,top20,OR_LOOSE+funding+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
571,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
572,futures,binance_futures,1d,top20,OR_LOOSE+oi+fear_greed+vix,KAMA20/TSMOM30/MA50,215.0226766523616,0.5138356688924525,-69.37642740979825,1548
573,spot,upbit,1d,top5,tsmom_only,KAMA10/TSMOM60,378.3443291867967,0.5092757861379473,-81.89044529353941,282
574,spot,upbit,1d,top10,or_loose_no_gate,KAMA5/TSMOM90,368.0873538958033,0.5082770463900678,-91.27753620662212,1448
575,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+lsratio+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
576,futures,binance_futures,1d,btc_only,OR_LOOSE+oi+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
577,futures,binance_futures,1d,btc_only,OR_LOOSE+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
578,futures,binance_futures,1d,btc_only,OR_LOOSE+lsratio+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
579,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
580,futures,binance_futures,1d,btc_only,OR_LOOSE+oi+lsratio+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
581,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi+lsratio+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
582,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi+vix,KAMA10/TSMOM60/MA30,277.48798323790237,0.5078698598419575,-52.91763062123579,346
583,spot,binance_spot,1d,top5,or_loose_no_gate,KAMA5/TSMOM90,331.18826945440804,0.4956439219274863,-84.72868192310193,715
584,spot,upbit,1d,top10,tsmom_only,KAMA10/TSMOM60,328.1016733244419,0.4910389558706573,-85.90861048854073,481
585,futures,binance_futures,4h,top5,OR_LOOSE,KAMA120/TSMOM180/MA300,176.87449471208188,0.4860152212479922,-61.50299481757453,1092
586,futures,binance_futures,1d,top5,OR_LOOSE+funding+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
587,futures,binance_futures,1d,top5,OR_LOOSE+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
588,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
589,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
590,futures,binance_futures,1d,top5,OR_LOOSE+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
591,futures,binance_futures,1d,top5,OR_LOOSE+oi+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
592,futures,binance_futures,1d,top5,OR_LOOSE+funding+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
593,futures,binance_futures,1d,top5,OR_LOOSE+oi+lsratio+fear_greed+vix+dxy,KAMA20/TSMOM30/MA50,159.59255373082263,0.4848312912183541,-48.16555252642863,1228
594,futures,binance_futures,1d,btc_only,OR_LOOSE+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
595,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
596,futures,binance_futures,1d,btc_only,OR_LOOSE+lsratio+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
597,futures,binance_futures,1d,btc_only,OR_LOOSE+oi+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
598,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
599,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+lsratio+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
600,futures,binance_futures,1d,btc_only,OR_LOOSE+funding+oi+lsratio+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
601,futures,binance_futures,1d,btc_only,OR_LOOSE+oi+lsratio+fear_greed,KAMA20/TSMOM30/MA50,210.75202287835228,0.4723027730821504,-54.89884996671333,280
602,spot,upbit,1d,top20,tsmom_only,KAMA10/TSMOM60,247.79073942679423,0.4705243134051812,-93.62769928743316,1015
603,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
604,futures,binance_futures,1d,top20,OR_LOOSE+oi+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
605,futures,binance_futures,1d,top20,OR_LOOSE+funding+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
606,futures,binance_futures,1d,top20,OR_LOOSE+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
607,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
608,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
609,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
610,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+dxy,KAMA5/TSMOM90/MA30,157.398820572354,0.4598211330747597,-64.56044609957097,2682
611,futures,binance_futures,1d,top10,OR_LOOSE+oi+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
612,futures,binance_futures,1d,top10,OR_LOOSE+funding+lsratio+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
613,futures,binance_futures,1d,top10,OR_LOOSE+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
614,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+lsratio+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
615,futures,binance_futures,1d,top10,OR_LOOSE+funding+oi+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
616,futures,binance_futures,1d,top10,OR_LOOSE+lsratio+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
617,futures,binance_futures,1d,top10,OR_LOOSE+funding+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
618,futures,binance_futures,1d,top10,OR_LOOSE+oi+lsratio+dxy,KAMA5/TSMOM90/MA30,148.464526877289,0.450741911421754,-57.76479251066512,2044
619,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
620,futures,binance_futures,1d,top20,OR_LOOSE+oi+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
621,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
622,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
623,futures,binance_futures,1d,top20,OR_LOOSE+funding+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
624,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
625,futures,binance_futures,1d,top20,OR_LOOSE+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
626,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+fear_greed+dxy,KAMA20/TSMOM30/MA50,134.22763794173076,0.4426867017678982,-62.71531349327544,2294
627,futures,binance_futures,4h,top10,OR_LOOSE,KAMA30/TSMOM360/MA180,147.16581782848917,0.4410336367386103,-81.71990356377694,4152
628,spot,binance_spot,1d,top5,tsmom_only,KAMA10/TSMOM60,204.44041760317663,0.4363077634111458,-76.80700790918571,551
629,spot,upbit,1d,top5,or_loose_no_gate,KAMA10/TSMOM60,182.14094536288616,0.4324261218945857,-82.42454569768141,568
630,spot,binance_spot,1d,top5,tsmom_only,KAMA5/TSMOM90,197.8560406703343,0.4306614694807296,-82.77653894593635,341
631,spot,binance_spot,1d,top5,kama_only,KAMA10/TSMOM60,196.07244239162088,0.4208584536189907,-72.65653980029846,1103
632,spot,upbit,1d,top20,tsmom_only,KAMA5/TSMOM90,147.20708183033904,0.417047744474787,-88.99202521434646,574
633,futures,binance_futures,1d,top5,OR_LOOSE+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
634,futures,binance_futures,1d,top5,OR_LOOSE+oi+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
635,futures,binance_futures,1d,top5,OR_LOOSE+oi+lsratio+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
636,futures,binance_futures,1d,top5,OR_LOOSE+lsratio+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
637,futures,binance_futures,1d,top5,OR_LOOSE+funding+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
638,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
639,futures,binance_futures,1d,top5,OR_LOOSE+funding+lsratio+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
640,futures,binance_futures,1d,top5,OR_LOOSE+funding+oi+lsratio+fear_greed+dxy,KAMA10/TSMOM60/MA30,112.67461045309327,0.4083299521965949,-57.64078195242875,1354
641,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
642,futures,binance_futures,1d,top20,OR_LOOSE+oi+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
643,futures,binance_futures,1d,top20,OR_LOOSE+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
644,futures,binance_futures,1d,top20,OR_LOOSE+oi+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
645,futures,binance_futures,1d,top20,OR_LOOSE+funding+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
646,futures,binance_futures,1d,top20,OR_LOOSE+funding+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
647,futures,binance_futures,1d,top20,OR_LOOSE+lsratio+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
648,futures,binance_futures,1d,top20,OR_LOOSE+funding+oi+vix+dxy,KAMA5/TSMOM90/MA30,92.90912326556052,0.3778901938468242,-68.51818005809419,2682
