symbol,profit_factor,total_return,win_rate,mdd,num_trades,sharpe,data_start,data_end
AVAXUSDT,1.1475609083974405,76.32276784595136,39.130434782608695,-47.098174255885425,92,0.33788297178884547,2021-01-01,2026-01-24
AWEUSDT,0.7423388300475626,-8.218306511502815,30.0,-20.78720946886918,10,-0.30596970917341265,2025-05-21,2025-12-20
AXLUSDT,0.9683117608832089,-3.7816612162796415,44.11764705882353,-59.76161564122027,34,0.03110089136217094,2024-03-01,2025-12-20
AXSUSDT,0.975605032784956,-6.809686149475014,32.18390804597701,-55.231251122162675,87,0.08292081153396037,2021-11-11,2025-12-20
B2USDT,0.6827275426042118,-13.107642125744167,27.27272727272727,-29.02242965947151,11,-0.6477967352248227,2025-05-06,2025-12-20
B3USDT,1.0323797451588161,2.939691814171197,31.25,-43.78777284829044,16,-0.2840069465346078,2025-02-13,2025-12-20
BABYUSDT,0.9780346314982498,-1.1326952453247996,33.33333333333333,-40.61888159493576,12,-0.3362597417817495,2025-04-05,2025-12-20
BADGERUSDT,0.6471157189772588,-32.79737250095742,22.22222222222222,-56.6057218584902,27,-0.9938950200328655,2023-11-09,2025-12-28
BAKEUSDT,0.7837647587351111,-97.71763435544351,29.7029702970297,-98.84836362996053,101,-0.24911690323640165,2021-05-19,2025-12-28
BALUSDT,1.0239020377849721,6.176345015511586,33.75,-42.85822672128521,80,0.04911893566640339,2021-01-01,2025-12-28
BANANAS31USDT,0.5105578556589394,-52.90576878481586,23.52941176470588,-59.70128156272324,17,-0.7653308071051613,2025-03-22,2025-12-20
BANANAUSDT,2.009082913290952,80.3340792129367,54.54545454545454,-31.879145087623172,22,0.7552944513662816,2024-08-15,2025-12-20
BANDUSDT,0.6577825006528096,-73.24007105038729,36.7816091954023,-85.85833177587241,87,-0.39709078281710014,2021-11-11,2025-12-20
BANKUSDT,2.5319940614634806,49.96667650142847,50.0,-17.96675785242909,10,0.7393834723985596,2025-04-18,2025-12-20
BANUSDT,0.03961845776686338,-95.87634998490947,12.0,-95.87634998490947,25,-2.0659391774091977,2024-11-18,2025-12-20
